"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Division","Census Division Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"85+ years","85+","Division 1: New England","CENS-D1","2003","2003",Suppressed,270974,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2004","2004",Suppressed,276475,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2005","2005",Suppressed,283856,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2006","2006",Suppressed,293347,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2007","2007",Suppressed,301777,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2008","2008",Suppressed,310164,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2009","2009",Suppressed,317959,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2010","2010",Suppressed,323541,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2011","2011",Suppressed,333580,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2012","2012",Suppressed,339234,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2013","2013",Suppressed,346027,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2014","2014",Suppressed,348991,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2015","2015",Suppressed,352438,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2016","2016",Suppressed,352983,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2017","2017",Suppressed,358063,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2018","2018",Suppressed,357903,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2019","2019",Suppressed,356843,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 1: New England","CENS-D1","2020","2020",Suppressed,354463,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","1999","1999",Suppressed,669553,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2000","2000",Suppressed,685054,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2001","2001",Suppressed,698158,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2002","2002",Suppressed,709066,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2003","2003",Suppressed,725793,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2004","2004",Suppressed,735473,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2005","2005",Suppressed,759234,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2006","2006",Suppressed,786020,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2007","2007",Suppressed,811355,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2008","2008",Suppressed,833150,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2009","2009",Suppressed,857917,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2010","2010",Suppressed,876161,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2011","2011",Suppressed,906579,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2012","2012",Suppressed,925556,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2013","2013",Suppressed,945953,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2014","2014",Suppressed,955371,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2015","2015",Suppressed,964309,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2016","2016",Suppressed,971594,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2017","2017",Suppressed,995840,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2018","2018",Suppressed,992855,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2019","2019",Suppressed,995217,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 2: Middle Atlantic","CENS-D2","2020","2020",Suppressed,990528,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","1999","1999",Suppressed,686431,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2000","2000",Suppressed,698470,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2001","2001",Suppressed,712062,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2002","2002",Suppressed,722581,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2003","2003",Suppressed,739671,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2004","2004",Suppressed,752763,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2005","2005",Suppressed,771845,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2006","2006",Suppressed,798706,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2007","2007",Suppressed,825610,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2008","2008",Suppressed,848177,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2009","2009",Suppressed,872557,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2010","2010",11,890999,Unreliable,0.6,2.2,0.4
,"85+ years","85+","Division 3: East North Central","CENS-D3","2011","2011",Suppressed,922982,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2012","2012",Suppressed,941372,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2013","2013",11,960689,Unreliable,0.6,2.0,0.3
,"85+ years","85+","Division 3: East North Central","CENS-D3","2014","2014",Suppressed,972321,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2015","2015",Suppressed,981716,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2016","2016",Suppressed,984672,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2017","2017",Suppressed,994993,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2018","2018",Suppressed,996443,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2019","2019",Suppressed,995755,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 3: East North Central","CENS-D3","2020","2020",Suppressed,992039,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","1999","1999",0,363078,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 4: West North Central","CENS-D4","2000","2000",Suppressed,365825,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2001","2001",0,370646,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 4: West North Central","CENS-D4","2002","2002",0,372826,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 4: West North Central","CENS-D4","2003","2003",0,378064,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 4: West North Central","CENS-D4","2004","2004",Suppressed,382038,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2005","2005",Suppressed,388660,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2006","2006",Suppressed,398741,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2007","2007",Suppressed,408395,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2008","2008",Suppressed,415564,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2009","2009",Suppressed,422626,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2010","2010",Suppressed,429641,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2011","2011",Suppressed,443876,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2012","2012",Suppressed,450895,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2013","2013",Suppressed,459298,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2014","2014",Suppressed,464878,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2015","2015",Suppressed,470428,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2016","2016",Suppressed,473650,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2017","2017",Suppressed,477275,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2018","2018",Suppressed,481060,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2019","2019",Suppressed,483349,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 4: West North Central","CENS-D4","2020","2020",Suppressed,482401,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","1999","1999",Suppressed,762728,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2000","2000",Suppressed,780345,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2001","2001",Suppressed,792348,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2002","2002",Suppressed,804590,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2003","2003",Suppressed,822889,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2004","2004",Suppressed,841676,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2005","2005",Suppressed,871853,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2006","2006",Suppressed,909347,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2007","2007",13,945915,Unreliable,0.7,2.4,0.4
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2008","2008",Suppressed,980875,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2009","2009",12,1020435,Unreliable,0.6,2.1,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2010","2010",13,1048635,Unreliable,0.7,2.1,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2011","2011",12,1108173,Unreliable,0.6,1.9,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2012","2012",10,1145795,Unreliable,0.4,1.6,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2013","2013",18,1190030,Unreliable,0.9,2.4,0.4
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2014","2014",15,1221988,Unreliable,0.7,2.0,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2015","2015",11,1258612,Unreliable,0.4,1.6,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2016","2016",Suppressed,1286109,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2017","2017",15,1302958,Unreliable,0.6,1.9,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2018","2018",17,1334961,Unreliable,0.7,2.0,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2019","2019",17,1359837,Unreliable,0.7,2.0,0.3
,"85+ years","85+","Division 5: South Atlantic","CENS-D5","2020","2020",16,1390804,Unreliable,0.7,1.9,0.3
,"85+ years","85+","Division 6: East South Central","CENS-D6","1999","1999",0,246100,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 6: East South Central","CENS-D6","2000","2000",0,249918,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 6: East South Central","CENS-D6","2001","2001",0,249877,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 6: East South Central","CENS-D6","2002","2002",Suppressed,247837,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2003","2003",Suppressed,246987,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2004","2004",Suppressed,248754,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2005","2005",Suppressed,255471,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2006","2006",Suppressed,263237,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2007","2007",0,270234,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 6: East South Central","CENS-D6","2008","2008",Suppressed,276495,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2009","2009",Suppressed,283360,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2010","2010",Suppressed,289168,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2011","2011",Suppressed,298825,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2012","2012",Suppressed,306693,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2013","2013",Suppressed,314304,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2014","2014",Suppressed,320237,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2015","2015",Suppressed,326832,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2016","2016",Suppressed,331513,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2017","2017",Suppressed,337156,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2018","2018",Suppressed,342886,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2019","2019",Suppressed,347478,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 6: East South Central","CENS-D6","2020","2020",Suppressed,352537,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","1999","1999",0,393914,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 7: West South Central","CENS-D7","2000","2000",0,400283,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 7: West South Central","CENS-D7","2001","2001",Suppressed,399387,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2002","2002",Suppressed,398348,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2003","2003",Suppressed,402811,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2004","2004",Suppressed,406535,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2005","2005",Suppressed,419448,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2006","2006",Suppressed,430855,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2007","2007",Suppressed,444813,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2008","2008",Suppressed,458058,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2009","2009",Suppressed,472821,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2010","2010",Suppressed,484179,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2011","2011",Suppressed,508756,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2012","2012",Suppressed,525852,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2013","2013",Suppressed,542553,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2014","2014",Suppressed,559070,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2015","2015",Suppressed,575847,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2016","2016",Suppressed,592501,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2017","2017",Suppressed,604568,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2018","2018",0,613762,Unreliable,0.0,0.0,0.0
,"85+ years","85+","Division 7: West South Central","CENS-D7","2019","2019",Suppressed,624591,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 7: West South Central","CENS-D7","2020","2020",Suppressed,633289,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","1999","1999",Suppressed,212573,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2000","2000",Suppressed,218916,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2001","2001",Suppressed,226855,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2002","2002",Suppressed,231969,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2003","2003",Suppressed,240369,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2004","2004",Suppressed,247879,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2005","2005",Suppressed,259324,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2006","2006",Suppressed,272818,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2007","2007",Suppressed,286127,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2008","2008",Suppressed,297218,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2009","2009",Suppressed,310759,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2010","2010",Suppressed,320049,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2011","2011",Suppressed,339373,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2012","2012",Suppressed,350925,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2013","2013",Suppressed,363493,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2014","2014",Suppressed,375675,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2015","2015",12,389449,Unreliable,1.6,5.4,0.9
,"85+ years","85+","Division 8: Mountain","CENS-D8","2016","2016",Suppressed,401861,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2017","2017",Suppressed,403289,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2018","2018",Suppressed,415743,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 8: Mountain","CENS-D8","2019","2019",10,424077,Unreliable,1.1,4.3,0.7
,"85+ years","85+","Division 8: Mountain","CENS-D8","2020","2020",13,436624,Unreliable,1.6,5.1,0.8
,"85+ years","85+","Division 9: Pacific","CENS-D9","1999","1999",Suppressed,571051,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2000","2000",Suppressed,587371,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2001","2001",Suppressed,604789,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2002","2002",Suppressed,618257,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2003","2003",Suppressed,638618,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2004","2004",Suppressed,654290,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2005","2005",18,683608,Unreliable,1.6,4.2,0.6
,"85+ years","85+","Division 9: Pacific","CENS-D9","2006","2006",10,712858,Unreliable,0.7,2.6,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2007","2007",14,745319,Unreliable,1.0,3.2,0.5
,"85+ years","85+","Division 9: Pacific","CENS-D9","2008","2008",Suppressed,776139,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2009","2009",Suppressed,808867,Suppressed,Suppressed,Suppressed,Suppressed
,"85+ years","85+","Division 9: Pacific","CENS-D9","2010","2010",23,831060,2.8,1.8,4.2,0.6
,"85+ years","85+","Division 9: Pacific","CENS-D9","2011","2011",12,875029,Unreliable,0.7,2.4,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2012","2012",14,901008,Unreliable,0.8,2.6,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2013","2013",10,918442,Unreliable,0.5,2.0,0.3
,"85+ years","85+","Division 9: Pacific","CENS-D9","2014","2014",18,943700,Unreliable,1.1,3.0,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2015","2015",16,967530,Unreliable,0.9,2.7,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2016","2016",14,985448,Unreliable,0.8,2.4,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2017","2017",18,994540,Unreliable,1.1,2.9,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2018","2018",16,1008890,Unreliable,0.9,2.6,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2019","2019",14,1017811,Unreliable,0.8,2.3,0.4
,"85+ years","85+","Division 9: Pacific","CENS-D9","2020","2020",17,1025735,Unreliable,1.0,2.7,0.4
,"Not Stated","NS","Division 1: New England","CENS-D1","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2002","2002",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Division 1: New England","CENS-D1","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
