Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,25-29 years,25-29,Female,F,17,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,25-29 years,25-29,Male,M,40,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,30-34 years,30-34,Female,F,29,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,30-34 years,30-34,Male,M,52,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,35-39 years,35-39,Female,F,63,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,35-39 years,35-39,Male,M,85,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,40-44 years,40-44,Female,F,79,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,40-44 years,40-44,Male,M,161,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,45-49 years,45-49,Female,F,93,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,45-49 years,45-49,Male,M,197,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,50-54 years,50-54,Female,F,139,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jan., 2000",2000/01,50-54 years,50-54,Male,M,214,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,15-19 years,15-19,Male,M,12,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,20-24 years,20-24,Female,F,14,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,20-24 years,20-24,Male,M,28,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,25-29 years,25-29,Female,F,18,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,25-29 years,25-29,Male,M,28,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,30-34 years,30-34,Female,F,23,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,30-34 years,30-34,Male,M,46,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,35-39 years,35-39,Female,F,44,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,35-39 years,35-39,Male,M,95,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,40-44 years,40-44,Female,F,68,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,40-44 years,40-44,Male,M,117,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,45-49 years,45-49,Female,F,83,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,45-49 years,45-49,Male,M,141,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,50-54 years,50-54,Female,F,122,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Feb., 2000",2000/02,50-54 years,50-54,Male,M,188,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,15-19 years,15-19,Male,M,18,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,20-24 years,20-24,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,20-24 years,20-24,Male,M,31,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,25-29 years,25-29,Female,F,15,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,25-29 years,25-29,Male,M,36,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,30-34 years,30-34,Female,F,25,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,30-34 years,30-34,Male,M,43,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,35-39 years,35-39,Female,F,36,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,35-39 years,35-39,Male,M,86,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,40-44 years,40-44,Female,F,76,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,40-44 years,40-44,Male,M,122,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,45-49 years,45-49,Female,F,103,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,45-49 years,45-49,Male,M,141,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,50-54 years,50-54,Female,F,136,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Mar., 2000",2000/03,50-54 years,50-54,Male,M,179,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,15-19 years,15-19,Male,M,24,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,20-24 years,20-24,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,20-24 years,20-24,Male,M,35,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,25-29 years,25-29,Female,F,18,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,25-29 years,25-29,Male,M,41,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,30-34 years,30-34,Female,F,25,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,30-34 years,30-34,Male,M,37,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,35-39 years,35-39,Female,F,58,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,35-39 years,35-39,Male,M,77,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,40-44 years,40-44,Female,F,55,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,40-44 years,40-44,Male,M,115,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,45-49 years,45-49,Female,F,78,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,45-49 years,45-49,Male,M,154,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,50-54 years,50-54,Female,F,120,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Apr., 2000",2000/04,50-54 years,50-54,Male,M,164,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,15-19 years,15-19,Female,F,11,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,15-19 years,15-19,Male,M,28,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,20-24 years,20-24,Female,F,11,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,20-24 years,20-24,Male,M,40,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,25-29 years,25-29,Female,F,10,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,25-29 years,25-29,Male,M,41,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,30-34 years,30-34,Female,F,28,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,30-34 years,30-34,Male,M,36,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,35-39 years,35-39,Female,F,56,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,35-39 years,35-39,Male,M,76,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,40-44 years,40-44,Female,F,84,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,40-44 years,40-44,Male,M,117,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,45-49 years,45-49,Female,F,84,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,45-49 years,45-49,Male,M,155,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,50-54 years,50-54,Female,F,128,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"May, 2000",2000/05,50-54 years,50-54,Male,M,231,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,15-19 years,15-19,Male,M,29,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,20-24 years,20-24,Female,F,14,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,20-24 years,20-24,Male,M,45,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,25-29 years,25-29,Female,F,13,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,25-29 years,25-29,Male,M,33,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,30-34 years,30-34,Female,F,16,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,30-34 years,30-34,Male,M,44,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,35-39 years,35-39,Female,F,39,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,35-39 years,35-39,Male,M,85,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,40-44 years,40-44,Female,F,51,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,40-44 years,40-44,Male,M,111,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,45-49 years,45-49,Female,F,94,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,45-49 years,45-49,Male,M,171,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,50-54 years,50-54,Female,F,117,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jun., 2000",2000/06,50-54 years,50-54,Male,M,190,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,15-19 years,15-19,Female,F,14,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,15-19 years,15-19,Male,M,31,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,20-24 years,20-24,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,20-24 years,20-24,Male,M,44,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,25-29 years,25-29,Female,F,11,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,25-29 years,25-29,Male,M,34,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,30-34 years,30-34,Female,F,22,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,30-34 years,30-34,Male,M,66,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,35-39 years,35-39,Female,F,39,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,35-39 years,35-39,Male,M,76,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,40-44 years,40-44,Female,F,66,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,40-44 years,40-44,Male,M,119,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,45-49 years,45-49,Female,F,77,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,45-49 years,45-49,Male,M,185,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,50-54 years,50-54,Female,F,141,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Jul., 2000",2000/07,50-54 years,50-54,Male,M,168,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,15-19 years,15-19,Male,M,29,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,20-24 years,20-24,Female,F,10,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,20-24 years,20-24,Male,M,46,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,25-29 years,25-29,Female,F,11,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,25-29 years,25-29,Male,M,39,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,30-34 years,30-34,Female,F,29,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,30-34 years,30-34,Male,M,45,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,35-39 years,35-39,Female,F,49,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,35-39 years,35-39,Male,M,86,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,40-44 years,40-44,Female,F,70,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,40-44 years,40-44,Male,M,112,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,45-49 years,45-49,Female,F,87,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,45-49 years,45-49,Male,M,146,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,50-54 years,50-54,Female,F,135,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Aug., 2000",2000/08,50-54 years,50-54,Male,M,204,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,15-19 years,15-19,Male,M,38,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,20-24 years,20-24,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,20-24 years,20-24,Male,M,29,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,25-29 years,25-29,Female,F,13,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,25-29 years,25-29,Male,M,25,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,30-34 years,30-34,Female,F,19,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,30-34 years,30-34,Male,M,51,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,35-39 years,35-39,Female,F,55,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,35-39 years,35-39,Male,M,76,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,40-44 years,40-44,Female,F,74,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,40-44 years,40-44,Male,M,138,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,45-49 years,45-49,Female,F,92,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,45-49 years,45-49,Male,M,157,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,50-54 years,50-54,Female,F,125,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Sep., 2000",2000/09,50-54 years,50-54,Male,M,208,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,15-19 years,15-19,Female,F,18,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,15-19 years,15-19,Male,M,36,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,20-24 years,20-24,Female,F,10,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,20-24 years,20-24,Male,M,28,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,25-29 years,25-29,Female,F,18,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,25-29 years,25-29,Male,M,39,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,30-34 years,30-34,Female,F,26,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,30-34 years,30-34,Male,M,41,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,35-39 years,35-39,Female,F,45,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,35-39 years,35-39,Male,M,87,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,40-44 years,40-44,Female,F,74,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,40-44 years,40-44,Male,M,117,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,45-49 years,45-49,Female,F,94,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,45-49 years,45-49,Male,M,157,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,50-54 years,50-54,Female,F,126,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Oct., 2000",2000/10,50-54 years,50-54,Male,M,212,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,15-19 years,15-19,Female,F,Suppressed,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,15-19 years,15-19,Male,M,25,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,20-24 years,20-24,Female,F,19,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,20-24 years,20-24,Male,M,38,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,25-29 years,25-29,Female,F,12,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,25-29 years,25-29,Male,M,34,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,30-34 years,30-34,Female,F,19,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,30-34 years,30-34,Male,M,35,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,35-39 years,35-39,Female,F,54,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,35-39 years,35-39,Male,M,84,Not Applicable,Not Applicable
,Division 1: New England,CENS-D1,2000,2000,"Nov., 2000",2000/11,40-44 years,40-44,Female,F,54,Not Applicable,Not Applicable
